"","line_text_star_final","line_text_final"
"277","8","유치한 부분이 있긴 하지만 재미는 있고 웃긴부분은 웃기고 했음 뻔할법한 연출을 다르게 하려고 비틀려하려는 노력도 보임 킬링타임용으로 가볍게 보기 좋은영화"
"278","9","피식피식 웃게 하는 지점은 분명 존재한다김영광하고 이선빈 케미가 영화를 이끌고 끌고 간다그리고 김형주 감독은 데뷔작인데분명 재능 있어 보인다김성훈 감독끝까지 간다 애정결핍이 두남자한테 미치는 영향"
"279","10","간만에 재밌었다 쓸데없는 로맨스도 없었고딱 액션 코미디  재밌게봤습니다ㅎㅎㅎ"
"280","10","오랜만에 친구랑 극장에서 영화 봤는데 배우들의 액션신이 너무 멋있었고 그 외 다른 장면들도 재밌어서 계속 웃으면서 봤어요"
"281","10","오랜만에 극장에서 재밎게 영화를 보았네요요즘 시대가 시대라 보니 밖에 나갈일도 줄고 해서 맨날 심심했는데 미션 파서블이라는 영화를 보니 오랜만에 웃은거 같네요 배우들이 모두 연기를 재밎고 잘 소화하셔서 재밎었던거"
"282","5","아니 이거 왜 ~~ 평점이 높은거에요당체  평점 92라고  겁나 기대하고 오늘 영화관 가서 봤는데 내용도 없고 재미도 없고  투갑스3을 다시 보는 느낌이네요 진짜 환장하겠네요 평점이"
"283","10","재밌어요은근히 코믹영화에요"
"284","10","진짜 너무 심각하게 잘생겼다"
"285","10","친구랑 가서 가볍게 즐기기 좋음"
"286","10","오랜만에 즐겁게 웃으면서 봤음 한번 더 보고싶은 영화 였음"
"287","8","솔직히 별 기대 안하고 봤는데 시간 가는 줄 모르고 너무 재미있게 봤어요 주연 두 분 다 연기도 잘하고 훈남훈녀에요^^ 의외로 액션이 괜찮았고 집중 잘 되고 기분 좋아지는 영화였어요~"
"288","10","김영광 배우 입덕 영화인가요"
"289","10","재밌으면서 액션씬이 화려해요"
"290","10","너무 재밌었다 코로나 시대에오랜만에 재밌어서 기분이 좋았고 다시 한 번 보고 싶은 영화다"
"291","10","김영광 배우님이 연기력짱이에요 완전 멋있구 귀엽구 영화스토리도 재미있어서 웃기 바빴어요제 인생영화가 될거 깉네요"
"292","10","너무 재밌고 계속 웃으면서 봤어요"
"293","8","김영광 이선빈 두 배우 캐미좋고 배우들 연기력 좋고 결말이 조금 아쉬운거 빼면 전반적으로 재미있음"
"294","10","너무 재밌어요진짜 빵빵 터지면서 봤네요가벼운 내용이지만 하나도 안어색하고 개연성도 있고 되게 좋았어요"
"295","10","재밌었어요 김영광님 깐죽거리는 연기 잘하시네요"
"296","10","남자친구랑 봤는데 보면서 남자친구랑 계속 웃음 코미디랑 액션 좋아하시는 분 꼭 보세요 이 두 개가 레전드"
"297","10","엄마랑 같이 봤는데 재밌다고 그러네요  중간이랑 끝부분에 액션씬이 있어  심장 쫄이면서 봤어요"
"298","10",""
"299","10","진짜 개존잼탱 한국영화본것중에 손에꼽음ㅠ"
"300","10","너무재밌어용 꼭보세용 시간가는지모름"
"301","10","유치하고 뻔하지만  끝까지 재밌게 보게 되네요이선빈씨  너무  잘보았네요"
"302","9","별 내용은 없는데 가볍게 보기 괜찮아요 많이 웃었어요"
"303","10","아니평점왜이럼  안보고단것같은데 너무재밌게봤어요"
"304","2","능청스러운 연기를 하는 장면마저 어색하고 대사도 진부함평점믿지마세요 코미디라고 웃은게 아니라 유치하고 어이가 없어서 웃었습니다 그냥 넷플뜨면 보길"
"305","8","김영광과 이선빈의 주거니받거니 투닥투닥 연기 김영광의 액션신이 기억에 남네요 ^^  가볍게 킬링타임으로 좋아요~~"
"306","10","미치게재밌음 킬링타임으로최고배꼽빠질뻔"
"307","10","엄청재밌어염헤헤 이선빈짱짱"
"308","10","허당미 넘치고 코믹첩보액션 요근래 작품중 젤 웃긴듯해요 넘 재밌음"
"309","8","오랜만에 많이 웃으면서 봤네재미있는 영화는 모르겠는데 볼만했어요"
"310","10","간만에 아주 재밌고 유쾌하게 영화봤어요같이 본 딸이 2편도 나왔음 좋겠다하네요"
"311","10","무조건 보세여~~^^"
"312","10","오늘 cgv에서봄편하게 볼수 있어서 좋았음요즘 정치적편향 두드러진 영화들 보기싫었는데"
"313","10","아 진짜 너무 재밌어요 김영광 ㅠㅠㅠ 넘 잘생겼어 ㅠ집가서 다시 볼 거 같아요 ㅠㅠㅠ"
"314","10","재밌어요 같이 보아요"
"315","9","개성많은연기자들볼수있어넘넘좋았어요굿굿추천하고파요김영광님의연기에푸욱빠진날있었네요순진무구한표정조아요짱"
"316","8","편하게 보기 좋았어요 나중에 넷플릭스같은 곳에 풀리면 다시 보려구요"
"317","9","김영광과 서지현의 액션이 박진감  있네요"
"318","8","깔깔 웃으면서 재밌게 봤어요 ㅎㅎ캐미가 아주 좋아요"
"319","10","감동 지수는 낮은데 영화보면서 웃으면서 봣네요"
"320","10","예비역은 위대하다"
"321","10","재밌어요 ㅎ 한번 추천드림"
"322","8","사실적이고 현란한 액션과 두 주인공의 코믹한 케미는 인상적이었다"
"323","10","김영광 연기 너무 잘해요ㅠ"
"324","6","그냥 재밌게 봤어용~"
"325","8","내용이 가벼워 가볍게 볼수있는 연기자들의 연기력 덕분에 웃고 재밌는시간 즐길수 있었습니다^^"
"326","10","계속 웃으면서 재미있게 봤어요^^"
"327","10","진짜 개꿀잼이에요 무조건보세요 돈때문에 무슨일이든 다하고 쨋든 겁나웃겨욬ㄱ"
"328","8","그냥 호불호가 갈리는 영화인 듯 하네요근데  저는 재미있었습니다ㅎㅎ"
"329","10","넘 재밌게 봐서 기억에 남아요"
"330","10","오랜만에 와이프랑 영호ㅏ관가서  재밌게보고 너무웃으며본영화네요 ㅎㅎㅎ"
"331","10","진짜 재밌게 웃으면서 봤던 것 같네요 일단 김영광 얼굴에서 치임"
"332","10","생각없이 웃으면서 볼수있어요"
"333","10","아 진짜 재밌었어요 bb  오랜만에 극장에서 영화보는건데 너무 재밌었습니다"
"334","10","잼써요 ㅠㅠ 한번더 보고싶네여"
"335","10","금방 영화 보고 나옴 리뷰 보고기대를 크게 안해서 인지재미있게 봄영광이의 능청스러움이 더 웃겼음"
"336","10","김영광 너무 멋져 이선빈 반해 줄리엔 강 웃겨"
"337","10","너무 웃겼어요유쾌하게 볼만합니다"
"338","6","초반엔 좀 지루해서 졸렸는데 후반에 재밌어서 잠이 깼어요"
"339","10","조조영화로 봤는데 진짜 빵빵터지면서 봤어요  김영광 개웃김"
"340","10","2021년초에 개봉한 영화관에 상영중인 영화중 가장 재밌게 본 영화 웃음코드도 완전 취향저격이었고 무엇보다 액션이 정말 전문 액션영화처럼 진지하고 타격감도 있고 너무 멋졌어요 지금 37만명밖에 안봤는데 이대"
"341","9","스토리의 개연성은 부족하지만 아무 생각 없이 웃으며 보기 좋은 영화네요"
"342","10","넘 잼있음오랜만에 크게 웃으면서 영화 봤음집에와서 생각해도 너무 웃김"
"343","9","오랜만에 재미있게 본 영화였어요 배우님들 액션연기에 약간의 코미디가 더해져서 많이 웃었네용"
"344","10","재밌었는뎅"
"345","10","오랜만에 극장에서 영화를 봤어요전세낸 듯 3명이서 보는데웃겨 죽는 줄 알았어요김영광님 이선빈님 캐릭터에 완전 빠져서 소화한 듯 매끄러운 연기가 좋았어요이상하게도 서로 의심하면서 한 팀이 되어미션을 수행하는 과정들이"
"346","10","웃으면서 봤어요 생각보다 진짜 재밌어서 놀랐어요진짜 추천"
"347","2","뻔한 재미라 재미 없었음"
"348","2","중간에 나가는 커플봄 나도 나가고싶었으나 결말을 어떻게 마무리지을건지 궁금해서 끝까지봄 영화 대체적으로 좋아하는데 재미없어보여서 기대한개도 안하고 봤는데도 지루하고 나가고싶을정도였음 중간중간 좀 웃긴 개그포인트"
"349","2","제발 평점1도 믿지마세요 보느라 너무 힘들었어요"
"350","1","무슨 영화가 드라마보다 더 잼없고 썰렁하고 오글거리냐 에효 요 몇년 한국영화 진짜 왜 이모양이냐"
"351","7","이렇게 대놓고 처음부터 끝까지 쌈마이하게 가겠다라고한게 좋은 선택이었음"
"352","1","이딴것도 영화라고 찍는 것들이나 찍은 것들이나 투자한 것들이나 에라이 안본눈 사고싶다"
"353","10","오랜만에 시티헌터의 케미를 느낄 수 있어 좋았습니다저는 잼있게 봤습니다 2탄도 나오면 좋겠어요"
"354","10","오락영화로 만점짜리최근 본 영화중에 개그코드 완전 취향저격당함이선빈 팬이라 걍 본건데 김영광이 헐랭이 연기를 기가 막히게 했음"
"355","7","볼만함 2편도 어서"
"356","8","기대없이 봤는데 볼만함요"
"357","10","재미 액션 최고입니다 90년대 성룡 영화를 보는 듯 코믹 스토리 액션 모두 최고네요~"
"358","4","지금까지 나온 코미디액션영화의 짬뽕편집 초반 김빠지는 중국공안차 소나타 코믹액션의 습작수준의 영화 배우들과 스텝들은 영화찍느라 고생많았고 감독 작가 제작자는 반성해야함"
"359","1","와 하나도 안웃기고 너무 유치해코믹이라고 드립쳐대는데 더는 못보겠다 자자"
"360","1","평점이 왜 높은건지 재미도없고 감동도없는 영화"
"361","1","나 진짜 죽고싶었다돈아까워감상포인트 연기임아우 정말"
"362","2","분명 웃으라고 포인트를 넣은거 같은데 그 포인트가 미리 예상이 된다개그콘서트 프로랑 비슷한 느낌 장르가 코미디인데미간이 찌푸려진다"
"363","1","한국영화는 발전하는것 같으면서도 꼭 수준을 떨어트린다"
"364","1","유치하고 넘 재미없던데  관객평점이 높네"
"365","4","어휴 발연기 돈도 시간도 낭비 웃기지도 않는 완벽하게 전 부분에서 다 모자라는"
"366","1","사람들은 그동안 북괴간첩만 간첩인줄 알고 살았겠지만 실상은 오히려 중국간첩들이 몇십배 몇백배는 더많이 이렇게 아무렇지도않게 웃음소재가 될만큼 잠입해있었다는걸 역설적으로 말해주는 영화 그리고 이젠 나라전체가 온통"
"367","10","웃음코드가 안맞으면 하나도 안웃길거임근대 내 웃음코드는맞드라 계속 웃어서 배아프다 오랜만에 계속 웃으면서 영화봄"
"368","1","진심 인생 최악의 영화중 하나김영광 좋아하는데도 중간에 보다가 나왔음개연성 1도없는 내용에 말도안되는 개그침아재개그 같은거 좋아하면 코드 맞을지도공짜표로 봤는데도 공짜표 여기다 쓴게 아까울정도다"
"369","1","이거를 8천원내고 집에서보다니잼민이들상대로만들었다우뢰매가 더나음"
"370","4","영화가 매우 허접하고 재밌네요 총기밀매하는데 김영광을 스나이퍼로 설정하는게 나았을텐데 액션이라고 총검술씬 너무 구려서 깜짝놀램"
"371","4","이런 영화 만들 돈 있으면 기부나 하자"
"372","1","태어나서 영화 감상평 처음 남겨 봅니다한마디로 정말 재미 없습니다제목도 그럴싸하니 웃길수있는 소재가 예상되고 작품성을 떠나서머리비우고 생각없이 웃고싶어서 고른 영화였는데대학생 졸업작품 수준으로 코미디 영화에"
"373","1","진짜 재미없네 아쉽다 기대 이하"
"374","1","심하다 어줍잖은 액션에 사운드만 고퀄 연기자는좋은데 스토리는 액션을 개그화or애드립 으로끝낸다"
"375","1","평점 알바색휘덜  드럽게 깔아났네 쓰레기 영화임"
"376","1","알바가 이렇게 무섭습니다 여러분 이게 8점 영화라고"
"377","6","여기 평점 적은 글 진짜에요"
"378","4","나름 ㄱㅊ 볼만했음"
"379","5","처음 보는데도 어디서 본 것 같은 코미디임에도 전혀 웃기지 않는 희한한 영화"
"380","2","처음 시작할때 재미없을줄 알았는데막상 보니 총쏘는 장면이 무서웠긴 했지만영화 주인공이 액션 취하는 장면이 스릴 있었다"
"381","7","킬링타임용으로 재밌게 봤습니다"
"382","8","김영광의 연기 변신은 어디까지인지"
"383","10","간만에 즐겁게 봤던 영화~"
"384","6","서툰 말장난속에 707 피지컬만 보인다"
"385","7","액션 연기 잘 소화하셨네요"
"386","7","팩트만 말하자면 스토리와 결말은 진부하지만 액션신은 정말 쫄깃했습니다 풀어놓은 떡밥들도 다 회수하지 못한 상태에서 끝나가길래 완성도가 떨어진 듯 싶었지만 2편이 있을 것으로 기대가 되는 엔딩이라 충분히 이해하고"
"387","7","무난하게 즐길 수 있는 영화"
"388","6","재밌는데 진짜 개뻔함 어디서 본거같아 한 5번쯤 다음장면 뭐겠구나 하면 다맞았다 진짜"
"389","6","그냥 킬링타임용  별기대없이봤는데 딱 기대만큼"
"390","7","김영광 액션 굿 재미도 굿"
"391","6","액션은 기대 이상 유머는 기대 이하"
"392","7","솔직히 극한직업보다 재밌다"
"393","5","뻔하지만 뻔하게 웃긴 영화중간중간 이게 개그 요소가 되나 이게 웃긴가 싶은 장면도 있어서 불편한감이 있었다"
"394","7","킬링타임으로 볼만해요  그런데 이선빈배우는 차라리  드라마보다 영화가 더 자연스럽고 어울리는거 같고 의외였음  김영광배우는 드라마가 더 자연스러운거같아요 영화보다 액션은 이선빈은 너무 말라서  김영"
"395","7","생각보단 잼있음 레드벨벳ㅎ 포에버~"
"396","6","어디에나 있는 흔하디 흔한"
"397","10","개꾸ㅡㄹ잼 정말 너무 재미있게봄 시간 가는줄도 모르고 화장실까지 참으면서 봄 2020부터 2021년 중에 본 영화중에서 1증 별 5개"
"398","10","기대없이 봤지만 볼만하고 재미있어요김영광 이선빈캐미 너무좋네요두 배우님 액션 쥑이네요 영광배우님 멋있었어요^^지루하지않고 끝까지 재미있게 봤습니다^^많이 웃고 나왔어요"
"399","10","그냥 아무생각없이 보셈 액션멋있고 웃긴장면 많음"
"400","10","가벼운 유잼영화"
"401","8","코미디적인 요소가 많아서 재밌게봤습니다억지웃음 포인트가 보이긴 했는데 대체적으로 재밌었어요근데 주인공의 사건에 대해 언급해두고 매듭짓지 않은 건 좀 찜찜하네요내용을 다 애기 안하는걸로 봐서 2편이 나오지 않을"
"402","10","재밋네요오오오ㅗㅇ옹"
"403","9","머리아플때 편하게 볼 수 있음     재밌게 봤어요"
"404","8","김영광 연기가 좀 아쉬움멋있지도 않고 좀 억지근데 웃기기는함가볍게 볼 영화"
"405","7","액션도 괜찮고 웃음 포인트들도 나름 웃긴 것들도 있었는데 웃으라고 의도한 것 같은데 애매한 것들도 꽤 있었고그게 좀 아쉬웠음그리고 이선빈 김영광 배우님 두 분이 주연으로 코미디를 하기엔 좀 부족하지 않았나 싶"
"406","10",""
"407","10","편하게 웃으며 보기 좋은 힐링영화네요^^"
"408","9","아무생각없이 보기에 딱 좋았어요김영광씨 연기 잘하네요"
"409","9",""
"410","7","액션 연출은 좋음스토리 개연성은 잉코믹 살짝 가미아저씨와 극한직업 하위호환 그 사이 어디쯤 평점 좋아서 쬐까 기대했는데 2명이 26000원 제값 주고 보기엔 돈 아까웠음"
"411","10","아무생각없이 웃고 스트레스  한방에 날리고옴연기도 넘 귀여워서 보는재미도 쏠쏠^^"
"412","8","만화 같은 영화그래서맘 편히 팝콘 먹으면서1도 긴장감 없이 즐기기 좋음ㆍ"
"413","10","와아아아ㅏ아아아아앙재밋따"
"414","10","너무 오랜만에 유쾌하게 웃으면서 볼수 있어서 좋았습니다"
"415","8","코로나로 답답한 일상을 하루 쯤 시원하게 웃게하는 영화예요 추천드립니다^^"
"416","10","잘 모르는 배우들이 나와서 만든 대박 영화엄청 재미있네요 아저씨와 투캅스가 연상되는 영화강추"
"417","10","별기대를 안하고 갔는데 재미있엇어요 ~오랜만에 웃으면서 봣어요 김영광배우의 액션씬 완전 멋잇어요 ~"
"418","10","개멋있음  또 볼거야"
"419","8","전반부 지루 후반부 액션 볼만함 역시 키가 크니  멋있네ㅎ"
"420","10",""
"421","10","유쾌상쾌하게 볼 수 있는 영화"
"422","10",""
"423","10","저는 재밌었어요 코로나만 아니었으면 중간이상 했을꺼같아요"
"424","10","굿"
"425","10","진짜 왜 재미없다고 하는건지 이해가 안될정도엄청 재미있고 살면서 영화관에서 웃음소리로 가득 찬적은 처음너무 재미있게 즐겼고 시즌 2도 나오면 좋겠네요  저는 무조껀 보시는거 추천드립니다 ㅎ"
"426","10","웃긴부분도 많고 스토리가 예상할 수 있는 부분이 좀 있었긴한데 전 웃긴부분도 많고 김영광도 너무잘생기고 액션씬도 보기좋았어영 진짜재밌습니다ㅏ 강추"
"427","10","영화 재밌습니다 솔직히 기대 안하고 봤는데 너무 연출도 좋았고 반전도 있고 연기는 말할거 없이 최고였어요 저는 두번봅니다"
"428","10","영화가 재밌어서 2~3번 정도 또 볼수있을것 같아요 친구랑 한 2번정도 봤어요 2번째인데도 재밌네요"
"429","8","초반 코믹장면 조금 있었으나 그닥 웃기지는 않았음 그래도 후반부로가니 몰입해서 보게됨 김영광 액션연기도 멋있었음"
"430","10",""
"431","10","재밌어요 ㅎㅎ 김영광 기여워여"
"432","10","액션이 너무재밌네요 봤지만  또 보고싶네요"
"433","9","이 정도면 돈은 안아까움"
"434","8","오늘 비도오고딱히 할일도 없어서남편과 조조로 보고옴~~재미있게 시간가는줄 모르고 잘봤네요가볍게 보기 좋을듯요~~^^"
"435","10","아주 재미있어요 웃으면서 기분이 확 풀렸습니다~~^^"
"436","9","처음엔 억지로 웃기려는 포인트들이 많아서 애매했는데 뒤로 갈수록 액션신도 재밌고 자연스러워지는 느낌이 있었어요 가지고 있던 궁금증도 해소되면서 확 몰입돼서 본 거 같네요 재밌었습니다"
"437","10","평이 안좋아서 기대 안하고봤는데 꿀잼이었습니다처음에는 그냥저냥 보다가 점점 몰입해서 봤네요 배우들 연기 좋고 재밌어요ㅠㅠㅠ 엄청 웃으면서 봤습니다 액션신도 멋있고 퀄리티 높아서 좋게 봤습니당 끝까지 재미있고 웃게"
"438","10","재밌네요 간만에 영화봤는데   웃겼습니다"
"439","10","칼 싸움 하는 장면에서 진짜 집중을 엄청 했어요  그리고 그냥 그 김영광과 이선민의 케미가 너무 좋아요 재밌어요 진짜 혼자 보러 갔는데 다같이 웃고 정말 오랜만에 그렇게 웃었어요"
"440","10","재밌는데    재미없다는 놈들아 좀 웃으면서 살아라 불쌍하다 너네 인생"
"441","10","코미디 타율도 좋았고 액션연기도 짱이었어요완전 꿀잼꼭보세요"
"442","10","영화에서 코미디랑 액션은 최고였지만 ost가 조금 아쉬웠다 Ost만 빼고 본다면 다시 보고 싶은 영화"
"443","10","재미나요 이선빈넘이뻐요"
"444","8","그럭 저럭  볼만합니다코메디 영화는  아닙니다방법은   잘못됬지만  전본부장의  의견에  일부  동의합니다김영광이란  배우는  처음  봤는데  상당히  매력있네요조연분들도   연기력이  뛰어납니다 국정원이란 말이"
"445","10","재밌게 잘봤네요 김영광배우 멋있게잘나왔네요"
"446","9","전개도 빠르고 생각보다 뻘하게 웃겨서 잘봄 액션도 볼만하고 기대하면 별로지만 별 생각 없이 가면 생각보다 웃겨서 재밌음"
"447","10","연기 넘잘해요넘 웃겨서 오랫만에 스트레스가 해소되는느낌들었어요~~"
"448","10","저 방금보고 나왔는데 무난하게 잼나던데  김영광 멋있고 여주도 액션 굿 저 원래 조금만 루즈해도 자는데이건 내스타일♥"
"449","10","진짜 재밌어요 웃음포인트도있으면서액션도 멋있고요ㅠㅠ 진짜 꼭보세요강추강추ㅎㅎ"
"450","10","재굿미굿있굿좋굿하굿"
"451","10","부모님과 갔는데 어른들도 좋다하시고 잘봤어요"
"452","10","지루할 틈 없다 불필요한 장면도 없다"
"453","10","아무 기대도 안하고 봤는데 중간에 웃음포인트가 꽤 있어서 친구랑 너무 재밌게 봤어요연출도 진짜 미침"
"454","8","영화의 개연성은 조금 떨어지나 그래도 나름 볼만한 액션과 중간중간의 코믹적인 부분은 킬링타임용으로 볼만합니다~~김영광님 액션은 정말 볼만했어요"
"455","8","김영광의매력을보고싶다면 추천"
"456","10","제목만 보고 결정하고 봤는데 재밌게봤어요생각없이 보면 웃음터지는 포인트가 많아요가볍고 재밌게 볼 수 있는 영화입니다^^"
"457","6","가볍게 볼만한 영화 조금만 더 구체적으로 풀어갔으면 좋을것같았다"
"458","10","여친이랑 보지 마세요 김영광때매 상대적 박탈감 느껴집니다여자친구가 김영광 나올때마다 웃네요 ㅠㅠ"
"459","10","진짜 한국 영화에서 이런 고증적인 웰 메이드 액션씬을 본 날이 오다니전 진짜 너무 재밌었어요 ㅠㅠㅠ 완전 취향저격 전체적인 액션씬부터 총기 파지법이랑 전술까지 디테일한 부분도 신경쓴게 너무 너무 좋았습니다"
"460","10","굿굿 엄청 재밌어요 또보세요"
"461","9","재밌습니다 볼만해요 꼭보세요"
"462","10",""
"463","10","되게 웃겼어요 가볍게보기 좋았음"
"464","10","가볍게 보기 좋아요 잼써요"
"465","10","완전 재미있음꼭보세요 추천입니다"
"466","6","그냥 의미없이 재밌게 보는 영화다 아쉬운건 극한직업이라는 영화를 닮아가려고 하는 모습이 보여졌다"
"467","8","한국 코미디 영화 잘 안보는데 진짜 재밌고 배우들 연기도 좋았어요 ~ 액션씬도 기대이상이었음 별 하나뺀건 개그코드를 게이 꽃뱀 이런걸로 하는게 좀 구시대적이라고 생각했음"
"468","9","재미있게 봤어요코믹 장면을 젤 기대했는데 비중이 많진 않아 약간 아쉬워요 ㅠ 하지만 두 배우 케미가 좋았고 재밌었어요 ㅎㅎ"
"469","6","진짜 개연성은 없는 영화뜬금 주인공 각성 칼싸움하다  끝나는 영화주인공 과거 구체적 설명도 없고 결말도 뻔한B급영화 킬링타임용으론 추천"
"470","1","아니 평점85인게 어이가없네진짜 하나도 안웃겨"
"471","1","별로에요개노잼 보지마세요"
"472","1","평점높아서 봤는데  그냥 최악의영화"
"473","1","평점조절용 개노잼"
"474","1","이게 왜 평점이 높냐뻔한 스토리인데"
"475","1",""
"476","1","끝까지보기 매우 임파서블 시나리오 연출 연기 전부 수준미달 감독님은 공부좀 많이 하셔야겠어요"
"477","1","이걸 못피하네"
"478","1","진짜 너무 한다 10자 쓰기도 힘들다"
"479","10","예상외로 너무 재밌게 봤어요~"
"480","1","개연성도 없고 유머코드도 안맞아서 재미없었어요"
"481","6","재미가 있는것도 아니고 없는것도 아니고 한국 첩보물 특의 아무것도 없는 스토리에 그냥 그런 재미 뜬금없는 진행 와 진짜 못보겠다는 아닌데 이걸 왜보고 있냐는 생각정도 드는 영화"
"482","5","양산형 좄망코미디영화는 맞지만 1점이아니라 5점을 준이유는 한국에 총기가 필요한 이유를 정확히 짚었기때문이다 치안율 상위권이지만 공권력이 낮은나라 우리나라에서 태어났단 이유만으로 투표권을 가진 무지한 기생충들을 박"
"483","4","별루얏어여ㅠㅠㅠㅠ 재미업어료 지루하구"
"484","1","야 이거 어떡하냐"
"485","2","이거 웃기다고 하는사람들 진심 떨어지는 낙엽에도 웃는 사람들임"
"486","2","기대를 너무 많이 했는지 솔직히 너무 재미없네요"
"487","6","총체적 난국 어찌합니까"
"488","1","내가 한국영화 보단 외국영화를 좋아하는 이유를 담은 영화"
"489","4","이 영화는 웃길 수 있었다 하지만"
"490","4","코로나시국 영화로인해 그 답답함을 날리고 싶었는데 영화를 보는내내 너무 재미없고 밖에 나가 바람쐬고 왔습니다"
"491","5","뭐 크게 재미가 있진 않았고연출도 그닥액션씬도 그닥스토리도 그닥전체적으로 뭔가 많이 부족한영화김영광 이선빈팬들이 평점 올린건가"
"492","4","코메디와 액션을 섞었음에도 군데군데 지루하다코메디는 가볍고 액션은 격렬한데다 군데군데 나사 풀려있어서 너무갔다란 느낌을 많이 받았다"
"493","2","자동차 극장에서 보는데 앞에 차들이있어서 나올수가 없어 끝까지봄"
"494","6","이거 재미다는분들 이상한분들  드라마가 더재미나겠다"
"495","5","구멍이 참 많다"
"496","2","재미도없고 진부하고 돈아깝습니다"
"497","8","의외로 괜찮은 영화 기대안했는데 웃음포인트도 있고 액션도 상당히 훌륭함"
"498","8","햐 글래 보기드문 액션신 특히 단검신은 증말 아저씨 단검신보다 멋짐"
"499","10","오~ 의외로 재미있다 액션씬도 볼만 하구"
"500","10","오랜만에 이런 쟝르패러디물스러운 비급 액션코미디 반갑고 재밌게 봤습니다  속편 나오면 좋겠다"
"501","10","아니 ㅈㄴ 웃기던데 불만인 평들이 많네 님들 푸하하하하 이정돈 없는데 피씩 크크크킄 이런건 엄청 많고 ㄹㅇ 재밌게본영화임 김영광이 코믹연기를 잘하네여"
"502","1","하 진짜 역대급 노잼 영화영화관 아니고 티비에서 나왔으면 10분 보고 바로 채널 돌림진짜 말도 안되는 전개와 구린 액션들 뭔가 마지막 보니까 시즌2 나올 것 같던데 제발 나오지 마셈 악담은 지송 하지만 돈 너무"
"503","8","요새영화가없는데 그나마 볼만한영화"
"504","10","너무 재밌었어요  웃긴 장면이 많아서"
"505","10","정신줄 놓고 웃다왔네요~ 정말 재미있게 잘 봤습니다"
"506","8","야 줄리엔강 명대사 왜 없냐슬기"
"507","1","코로나 때문이지코로나 없었으면 일주일론에 내려갔을 것 같은 중2가 보면 공감할 내용"
"508","10","가볍게 보기 좋은 영화 아무 생각 없이 봐두 된다 중간중간 너무 웃겨서 ㅂㅐ꼽 도망갔음 연기를 잘한다 후회 없는 영화 돈 안아깝다"
"509","10","믿고보는 김영광 이선빈이 나와서 너무 재밌게 봤습니다 스토리가 약간 아쉽긴하지만 그래도 배우님들의 연기가 돋보이는 영화였슴"
"510","10","김영광 님과 이 선빈 님의 액션코믹도 너무 재미있었어요 액션만 있을 줄 알고 지루할 것 같았는데 중간에 코믹 장면도 있어서 지루하지 않고 잘 봤어요 또 보게 된다면 질리지 않을 영화입니다제가 한국 영화는 잘 안"
"511","8","기대없이 봤는데 나름 재미있네요억찌 스런 코믹이 좀 아쉽지만가볍게 즐길수 있는 영화입니다~"
"512","10","여친이랑 봤는데 개꿀잼"
"513","10","배우분들 연기를 잘해서 양화도 재밌습니다"
"514","10","딱 가볍게 보기 좋은 영화 너무 재밌었어요~"
"515","1","대체 무슨 돈으로  만드는 거야 그것이 알고 싶다"
"516","1","유치함과 코미디는 다른것이다"
"517","10",""
"518","2","평점보고 아들이랑 급영화봤는데ㅜㅜ나는 정말 재미없었음중딩아들은 재밌다고함아근데진짜뭐가 코믹하다는건지이해할수없다뭐지다 알반가요"
"519","10",""
"520","10","오랜만에 재밌는 영화였어용"
"521","9","저는 재밌게 봤습니다 오랜만에 영화관에서 보니까 좋네용"
"522","10",""
"523","10","저는 너무 재미있게 봤어요^^  가볍게 웃을수있는영화인것같아요22"
"524","8",""
"525","8","오랜먼에재미있게봤어요괜찬아요연기도촣아요"
"526","8","그런대로 재밌었음 스릴도있고 연기도 좋았음"
"527","10","저는 너무 재밌게 봤어요 남자친구랑 웃으면서 즐감했습니다 가족들이랑 보기에두 너무 좋은 영화같아요 ㅎㅎㅎ"
"528","2","기대이하지만 가볍게 볼만해요스토리가 알차다는 느낌은 없어서 아쉬워요연기도 아쉽네요"
"529","4","알바가 판을치네뭔 이런영화가 다있지핵노잼진짜 재미없는영화돈아깝다 악내돈"
"530","10","김영광의 익살스러운 연기한번 보시면 압니다"
"531","1","조작이이렇게무섭습니다"
"532","1","야 용산 씨지비에서 막 봤는데 도대체 어떻게 투자 받은  거냐"
"533","2","진짜 댓글알바 가만안둠평점 9점 넘길래 남친졸라서본건데 차일뻔ㅡㅡ이게 무슨 영화니 대체"
"534","10","너무 잼있게 봤어요~~~"
"535","7","재미있었지만 스토리가 조금 진부함"
"536","10","너무  좋음  액션  특수  좋아요"
"537","4","액션은 재미있어요 스토리가"
"538","10",""
"539","1","최악이었어요스토리 연기력정말평점믿고갔다가하"
"540","1","이 기괴한 희대의 망작이 어떻게 제작이 된 건지 청문회 열어야 한다"
"541","1","OO노잼ㄹㅇ왜쳐봄아아아앙ㅇ"
"542","1","역대급 재미없어요 영화보다가 그냥 폰함"
"543","1","감독은 후원만 원하는 유투버가 아닐까이걸 돈주고 본 나는 바보배우들은 왜 이걸 찍었는지 소속사의 횡포인가ocn에서 틀어줘도 보지마라"
"544","10",""
