"","line_text_star_final","line_text_final"
"255","10","이거 원더우먼이 젤이쁨"
"256","7","내가 원한건 맨 오브 스틸에서 본 화려한 액션씬과 캐릭터들의 간지인데 그게 없었음"
"257","3","저스티스리그는 그들만의 리그가 될 것 같다"
"258","7","조금 더 디테일이 필요해"
"259","10","나의 최고의 영웅은 슈퍼맨이었음    난  저스티스리그 몇번봄  잼있음  물론마블것들 보다 잘 만들었다고 말은 못하겠지만  그래도 난 DC영웅들 좋아"
"260","4","이건 히어로가 아니라 진짜 잡탕을 만든 dc"
"261","1","맨 오브 스틸ll  영웅의 부활"
"262","1","솔직히 DC 팬으로서 배대슈는 영상미 하나만 평가한다면 고평가를 줄만 했는데 이건 뭐 어떻게 쉴드조차 못 치겠다 이걸 돈주고 안봐서 다행이었다 수어사이드 스쿼드보단 낫지만 똥이 설사가 아닌 수준일뿐이다"
"263","4","파워레인져 초호화 버젼"
"264","4","밸런스가 전혀 안맞는다"
"265","8","슈퍼맨 혼자 다 해먹은거랑 배트맨 갈고리총만 쓰고 사이보그랑 아쿠아맨 개성 못살린 액션 잘 없고 엄마 타령하는 늑대 ㅈㄴ약한거랑 뜬금없는거랑 빼면 난 디시를 사랑하니까 볼만했다 그렇게 나쁘진 않았다"
"266","6","박스이름도 마더라니 효자dc"
"267","5","제작사의 개입과 감독 교체로 원형을 짐작하기 어렵게 된 스나이더 판 저스티스 리그의 처참한 잔해 굉장한 디자인과 캐스팅으로 완성된 캐릭터들엔 영혼이 없고 전작과의 연관성이 명백한 요소들이 무의미하게 허공을 떠도는"
"268","8","당연히 슈퍼맨이 혼자해결할정도로 가장쎄지 애초에 나머지 애들 다 있었는데도 슈퍼맨이 죽어서 악이 살아난거잖아"
"269","1","누가 혼자선 세상을 못구한다 그랬니 찐따들이야 못구하겠지"
"270","9","재미있게 보다가 라스트에 슈퍼맨이 강력한 포스로 멋지게 등장한 이후에 긴장감이 사라짐 어"
"271","1","영웅들이 유머를 던져도 재미가 하나도 없음 액션도 형편없음 베트맨은 콘트라 게임이 총쏘고 나머지 영웅은 단일타격 펑 펑 펑  내용도 B급도 아닌 C급수준 이걸 보니 차라리 베놈이 더 재밌었다는 생각이"
"272","6","돈이 자신의 능력이라는 배트맨의 말은 언뜻 들으면 개그요소이지만 배트맨이 이영화에서 얼마나 한심하고 쓸모없는지를 보여준다 실제로 모든 히어로들이 뭉치고 슈퍼맨이 살아나자 배트맨은 한낯 운전기사에 불구했고 스크린에서"
"273","8","슈퍼맨과 셔틀들의 활약"
"274","10","편견없이 보면 재밌음"
"275","6","뭔가 상황마다 대충대충넘겨버리는듯한거같고 딱히 2편을위한거같고 상대 악당측도 포스가 뭔가 너무 약하다 그냥 이번편은 한명한명 영웅들 한곳으로 모을려고 만든듯한  아쿠아맨보고 너무 만족스러워서 이것도 나오니깐 안볼"
"276","1","전작에서 배트맨은 암흑에서 솟아오르는 빛이였습니다 그런데 이번작은요 그런점은 전혀보여주지않고 있어요 오로지 조스웨던 특유의 유치한유머를 살리려고 영화시간내내 희생되고있습니다 그리고 마지막 파라데몬과의 전투에서 충분"
"277","1","스나이더컷을 기대해본다"
"278","3","스나이더 컷을 보고 왔는데 웨던은 저스티스 리그가 아니라 그냥 어벤져스 짝퉁을 찍어낸 것이었다이제라도 개성이 뚜렷한 진짜 저스티스 리그가 나와서 다행이라는 생각이 든다"
"279","1","스나이더컷 보고 여기들어온사람 우웨볼 심형래 김청기 조스웨던 순 맞나요"
"280","9","어벤져스는 긴장해야 할듯"
"281","1","보면앎내가 왜 1점줬는지"
"282","10","아 역시 졸잼 기대를 저버리지않아 꺄"
"283","5","Dc스러움을 기대하고 본다면기대이하감독은 마블같은 대중성과 디시스러운 매니아적 요소를 노렸겠지만 영화는 그저 2시간 내내 대학mt와같이 아이엠그라운드를 할뿐이다 정말 배트맨을 이렇게 망쳐놔서는 안되었다 납득"
"284","10","정말 드디어 디씨 부흥하는구나"
"285","1","아니 씨발 스토리 빌런은 왜 그따워야 걍 어벤져스 처럼 지능캐하던가 OO같이 약한 힘캐  진짜 포스 도 없고 딴애들 왜 나온거냐  슢스 혼자서 다 해결 하겠더만 이게또 cg까지 OO와 저번 배대슈 이후로 한번만 더믿"
"286","10","히어로물 별로 안좋아하는데 재미있게 봤어요 볼거리도 많고 재미있어요"
"287","2","뭐하는 영화인지 모르겠음 타격감 없음악당 겁나 띨함 상대적으로 영웅들의 우수함보다는 다 하향평준화시키는 영화"
"288","1","음 기대를 철저히 부시고 짓밟고 깨고 뭉게고 갈아버린 최악의 영화 간신히 원더우먼이 솔로 무비로 산소 기계 호흡기를 low tidal volume으로 호기말 양압까지 걸어가며 ARDS 환자를 살려냈건만 저스티스 리"
"289","9","평소에 마블영화 재밌게 봤다면 충분히 재밌게 볼수 있는 영화 단점도 장점도 마블과 유사 마블영화에 비해 깎아내리는 사람이 유독 많은게 미스터리 하다하다 코믹스 브랜드에 소속감을 가고 살다니 애잔할 뿐이다"
"290","10","토르보다 재밌었음  기대이상인데"
"291","10","갤가롯이 정말이뻐요 배트맨 나이먹은게 가슴아프구요DC가 오락영화를 제대로 만들기 시작한듯"
"292","10","글보면 영화에 개연성이 없느니 마블보다 어쩌니 참 한심한 사람들 맨오브스틸  배트맨과수퍼맨 확장판 제대로 보면 개연성 이런말이 안나 올 것인데 참나  좀 보고 말하삼그리고 이번에 4dx로"
"293","1","1점도 아까워 내 돈 내놔 개유치하고 딱 독수리 오형제 수준"
"294","1","와 진짜 애들영화임 보지마세용"
"295","1","내가 본영화 중에 제일 유치하고 재미없고 2시간 낭비한것같다"
"296","1","19년 인생에서 가장재미없었던 영화살면서 단한번 시간을 되돌릴 수 있다면 저스티스리그를 보지 않았을것이다"
"297","8","포스터 예고편에도 안 나온 슈퍼맨이 다 해먹어버림"
"298","8","원더우먼2에 dc친구들불러온영화느낌  원더언니믿고보는영화꿀잼"
"299","6","이전 영화들은 망했지만 그 안에서 쌓아놨던 캐릭터의 이미지란게 있었는데 마블의 유머를 뒤늦게 따라간 바람에 디씨가 기존에 가지고 있던 캐릭터들의 무게감이 부숴진 느낌 팬이라서 기대했는데 느금마사보다 더 절망했어"
"300","7","평점이 낮은 이유가 잇는영화였네요 마블영화를 보고봐서 그런지 그래픽 내용 케릭 다 아니올시다~~"
"301","10","스토리가 너무 알차게 짜여져서 좋았고  그들만의 히스토리나 고민들이 잘 묻어나와서 좋았어요캐릭터를 처음 접하고 봤지만 하나도 어색함이 없이 몰입할수있어서 넘 좋았어요~~"
"302","7","딱히 단점도 장점도 안보이는 평이한 전개와 내용 악역의 허무한 퇴장은 실소마저 나올 정도"
"303","9","DC의 리그가 시작되었다"
"304","1","잭스나이더는 양심이 있으면 히어로 영화에서 손때라 이거 뭐 개연성이 적당히 없어야지 예전처럼 300같은 영화나 만들어라"
"305","2","도입 OST는 너무 좋았지만 그치만유치해서 손발이 오그라들어요"
"306","1","마블에 비하면 정말 한참 멀었네요 ㅡㅡ"
"307","5","결국 슈퍼맨없이는 아무것도 못한다는 내용"
"308","1","스토리가 뻔합니다 ㅎㅎ"
"309","1","실망뿐이였다 할말이없다"
"310","1","비빔밥은 비벼먹으라고 있는거다"
"311","1","미안 빠돌이가 아녀서  대사는 왜넣냐 스토리가 뭔지도 몰겠는데  하던대로 슈퍼맨 배트맨 솔로만 만들어라 마블 따라하지말고"
"312","9","재미는 있지만중간중간 지루한 부분도 있고기대에는 못미쳤음그러나 어벤져스는 조금은 긴장해야할듯이젠 원더우먼2를 기다려봐야하나"
"313","6","수퍼맨이면 게임끝  수퍼맨의 파워가 너무 압도적이라 게임이 너무 싱겁게 끝난듯한 기분"
"314","10","두번쨰 쿠키영상이 히든 카드네 마지막까지 다 보고 나오세여"
"315","7","나름 재미있거 봤어요~~"
"316","7","30분 정도 잤음 레알"
"317","8","신과 반신 둘과 초능력자와 사이보그와 돈 많은 아찌의 다크 히어로물 역시 DC는 전체적으로 분위기가 어두워나름 재밌긴했음빌런이 넘 야게 ㅡㅡ"
"318","10","조습니다 굉장히 잼잇음 무조건 보세요"
"319","6","기대 하고 보았지만 역시나 노잼이였다 액션도 딱히 임팩트 없고 스토리도 지루하고 캐릭터들도 그닥 매력어필 없던 저스티스 리그"
"320","4","에이지오브울트론 하위호환"
"321","6","기대보다는 평범한 상상가능한 범위의 이야기 악의 존재가 무섭지도 위기감을 주는데 실패했다 몇몇 장면은 인상깊었고 몰입되기도 있었지만 캐릭터를 다룬 솜씨는 어벤저스가 훨씬 더 좋았다 킬링타임용 오락물로 생각"
"322","10","오오오 DC 아직 살아있댜 아니 원더우먼 왜케 이쁨 걸크쩔게 싸우는데 이뿜 ㅠ"
"323","9","저스티스리그 재미있네요"
"324","9","와우 재밌어요 원더우먼 짱"
"325","7","DC는 왜 항상 마블보다 못할까 한두번도 아니고 항상 그런 결과가 나오는 이유를 모르겠다DC 히어로들이 다 뭉친 영화가 마블 토르 한명 나온 영화보다 훨씬 못하니"
"326","8","이번엔 갠찬았다 아직 마블보단"
"327","10","갤가돗 넘 이쁘네재밌게봣어요~~"
"328","7","대사의 어색함은 번역의 문제냐 대사 자체의 문제냐 각 캐릭터들은 매력적으로 표현됬고 액션신은 역시 마블보다 나았다 개취저격 다른캐릭터들의 개별영화들을 잘만들어서 버무렸다면 좋았을텐데 플래시는 달리기 폼좀 어떻"
"329","10","항상 느끼는거지만 디씨는 저평가 되어있음 실제로는 평가보다 훨씬재미있죠 마블은 거품이 너무많고요내용을 보고나면 기억이 나지않을정도죠"
"330","6","그릴 것은 너무 많은데 하얀종이가 너무작아서"
"331","8","재밋게 보기좋았어여 ㅎ"
"332","10","가볍기만한 마블과 달리 감동이 있는 dc 군요"
"333","6","히어로물이 그렇듯 평균정도는 합니다만 후반부에 지루해서 두시간이 길게 느껴지는 영화였습니다"
"334","10","완전 강추~~기대없이 봐서 그런지 대만족이였어요~"
"335","10","디씨마블 통털어서 유일하게 다시보고싶은 영화였음"
"336","9","마블펜이지만 DC도 좋아함 배댓슈보면서 왜이딴식으로 만들었나했더니 이번엔 정신차렸다고 봄 개인적으론 이번 토르보다 재밌었음 ㅎㅎ 슈퍼맨 밸런스만 좀 맞춰주면 좋을듯한디 ㅎㅎ 너무쎄~ 암튼 여러모로 꿀잼"
"337","10","정말 재밌게 보았습니다"
"338","5","많이 실망 전작땜에 스토리 전혀 신경 안 쓰고 봤는데 전투 스케일은 더 작아지고 액션은 단조롭고 후처리는 엉성하고"
"339","1","로튼 38  잭스가 이걸또 해냈다  각본만 쓰자  아쿠아맨은 한게없고  실없는 농담이나한다  ㄹㅇ  정의닦이 ㅎㅇ"
"340","1","지루한전개에 잠와디지는줄111싯ㅍㄹ"
"341","10","재밌기만 하네무슨 캐릭터 레벨 조정 필요하다는 둥 수퍼맨이 다 한다는 거 다 믿지마셈"
"342","1","수어사이드 스쿼드랑 우열을 가리기 힘듬 티비에서 해줘도 안볼영화"
"343","1","내가 본 2017 최악의 영화"
"344","1","최악 마블과 디씨의 단점만 모아둔 영화"
"345","7","생각보단 재미없었다"
"346","1","그냥저냥대충보지마요"
"347","1","노잼ㅡ ㅡ"
"348","1","포스터를 무슨 한국 찌라시 발퀄 포스터로 만들었냐 진짜 앞에 메인 광고 포스터 실망이라 영화 보기가 싫어졌다 영화포스터 이게 그코스프레 포스터인가 아니면 한국에서 저따구로 만든건가 참 헛웃음이 나온다"
"349","1","DC팬들 눈물의 비공테러ㅜㅜ정신차려라 DC는 영화론 아예 말아먹었다어디 어벤져스 따라해정신 차리고 히어로 하나하나 독립적인 히어로로 다시 만들어라뱁새가 황새 따라하다 다리 찢어진다 엌"
"350","10","4d로보면되는부분 영상미 개지릴듯 ~♡"
"351","10","슈퍼맨은 사기고 블랙핑크 노래는 여전히 좋다"
"352","7","세계관에대한 이해가 부족해서 그런지는 모르겠지만이야기 전개가 좀 지루했고 결말이 너무 파박 하고 금방 끝나버렸다 스포관계로 자세한 리뷰는 생략하겠습니다"
"353","9","예전 어두운 느낌의 dc 가 너무 좋았는데 하도 안티들이  마블처름 웃기게 만들라고 해서~~ 코믹 요소를 너무 많이 넣은게 아쉽다 토르는 거의 개그장르더만"
"354","9","다크나이트처럼 작품성 따지고 보면 별로 겠지만 액션 같은 만화적 재미로만 따지면 너무 재미 있었음"
"355","10","난 재밌던데 왜 혹평일까"
"356","8","나쁘지 않음 근데 마치 lv  90짜리 케릭터가 lv30 캐릭터 파티 미션 도와주는 느낌"
"357","9","이정도면 충분하다 디씨야~~"
"358","5","역시 DC의 한계를 넘지 못한 영화였다   그나마 잭스나이더 감독이 떠나서 5점 준다 다신 오지마라 잭스나이더"
"359","8","마블은 가만히 있는데 왜 마블을 이겼다 뭐다 라는 말이 나오는지정작 뻑 마블 한게 어딘데글고 마블빠돌이들이 평점테러한다는 근거는 어디"
"360","10","마블 팬입니다디씨 영화중엔 맨오브스틸 좋아하는데 그거랑 비슷해요디씨만의 색감과 화려한 액션 볼만했습니다 여기에 개그랑 스토리만 약간 보강해서 저스티스리그랑 맞서는 시빌워 느낌나는 후속작 바래요 8점 주고 싶으"
"361","8","진짜 최고였다 중간중간 잭스나의 한계가 보이는 아쉬운 점도 있었지만 DC팬에게 이것만큼의 선물은 없다 짱짱"
"362","10","볼만함 킬링타임용으로 나쁘지 않은듯"
"363","8","슈퍼맨이 돌아왔다"
"364","10","이정도면 굿이지"
"365","7","슈퍼맨 수염cg처리 너무 눈에 거슬려서 집중에 방해됨"
"366","9","킬링타임 제격 임 실망할꺼 생각하고 갔는데 꿀잼으로 봄"
"367","9","많이기대안했지만 가볍게 볼만한거같음"
"368","10","누가 뭐래도 영화는 재미있었고 기다린 보람이 있던 명작"
"369","7","배트맨 슈퍼맨 원더우먼 비쥬얼은 정말 만화 찢고 나온 거 같아서 참 좋은데 스토리나 영화적 완성도는 어벤져스1에 한참 못미치네요 아이들 보여주면 아주 좋아할 영화 그냥 딱 그 정도"
"370","9","이 정도면 잭스나이더 치고는 고생했다"
"371","10","이전 디씨영화들을 너무 재미없게 봐서 기대하지 않았는데 이번엔 이를 갈고 만든것 같더라"
"372","10","dc팬이면 굿 다만 이전작들 중 배댓슈 원더우먼은 보고오셔야함"
"373","9","재미있게  보았어요친구들과 보기에  좋은영화~강추합니다~~"
"374","10","재밌어요슈퍼맨은 살짝 무서웠지만그리고 전의 영화들을 안봤지만 DC영웅들 최고에여"
"375","9","어벤져스와는 또 다른 재미가 있다"
"376","9","재미있네~ 아마존 언니들 최고~"
"377","10","디씨팬으로서 어제 첫타임인 3시에 보고 방금또봤어요 어제 초등학생들옆에 앉아서 너무 시끄러웠거든요ㅠ제발 슈퍼맨이 왜죽었었는지 묻지마시고 지난번꺼 줄거리라도 알고오세요 저는 오프닝때 슬픈음악과 영상이 너무좋았습"
"378","10","생각보다 재밌어서 대만족~~ 슈퍼맨 완전 멋있어~~"
"379","10","디씨 영화 중 최고라고 말할 수 있겠네요 마블을 뛰어 넘을 것 같습니다"
"380","10","졸잼졸잼졸잼졸잼졸잼"
"381","7","여섯 히어로의 조합이 극적인 카타르시스를 주지는 못하지만 예상보다 짧은 러닝타임동안 이만한 내용을 이정도 완성도로 담아낸 것에 끄덕"
"382","9","재미있네요여러영웅스토리를한영화에넣은거치고는지루하지않고재미있게봤네요^^"
"383","9","원더우먼 최고배역 배트맨 미스캐스팅 아쉽지만 나름 재미 있음"
"384","10","원더우먼 갓더우먼누님 날가져요엉엉"
"385","10","올해 본 영화중 최고임"
"386","10","예전의 디씨가 아니다 난 벅찬감동을 받았다 디씨 이번에 제데로 사고쳤다  아 ~슈퍼맨 원더우먼 넘 예뿌잖아 ㅎㅎ"
"387","10","DC 부활 대성공 대박 굿"
"388","10","스토리도 괜찮고 볼거리도 충분하다"
"389","7","볼거리는 다양하다 단연결이 아쉽다볼만은 하니 복잡하게 생각하지 말고 봐~"
"390","8","인간들 말드럽게많아 분석하고자빠졌네 그냥 잼있자나 재미없지는 않차너"
"391","7","d영화는 괜찮은데 왜케 갠적으로 마블 어벤져스 캐리가 더 좋을까 디시 캐릭은 아직까리 거리감이"
"392","10","생각보다 재밌었네요액션신도 좋았고 후속도 기대해봅니다"
"393","7","좀시시하지만 그래도 나름 재미는 있네요"
"394","10","화려한 액션에 시간 가는줄 모르고 봤네요 원더우먼이 이렇게나 멋지다뇨 잼나요~^^"
"395","7","솔직히 아쉬운 느낌이다 빌런또 뭔가 게임 캐릭터 같은 느낌이고 뭔가 아쉬웠다"
"396","1","개연성 제로 세삼 마블이 대단하다는걸 느끼게 만들어준 영화"
"397","4","넘나 멋진데 고만고만허게 멋져서 중간에 잤네요대체로 재밌었어요"
"398","1","스토리 전개 개연성 피식도 안나오는 개그코드까지 디워급 영화였음"
"399","1","거르자돈옵저랑 비슷"
"400","1","이번 영화로 DC영화는 극장가서 안봄  특유의 액션씬은 없어졌고 내용은 멜로가족드라마에 가깝고 그냥 슈퍼맨이 다 해억음 슈퍼맨과 그 일당들 로 제목 바꿔야함"
"401","10","내 개인의 취향은 마블보다 DC다"
"402","10","재미 있었어요~ 어두운 이미지의 배트맨도 좋아지네여~"
"403","10","슈퍼맨배트맨 재미없어서 걱정했는데진짜 이건 존잼 핵잼2편2019년에 나오는거 빨리보고픔"
"404","10","디시 영화 생각보다 넘나 괜찮은거같아요"
"405","10","이전작들보다 살짝 가벼워지고  밝은면이 생겨조금더 편하게 볼수있어져서 좋았음 유일하게   DC 영화보고 기분좋았음"
"406","10","남자라면 남자라면 DC"
"407","9","슈퍼맨 간지포스에 지려버렸다"
"408","10","꽤 재미있던데 전 디씨캐릭들이 신선해서인지 다음편 기대되네요"
"409","8","그냥 볼만합니다"
"410","10","너무재미있었어요 ㅎㅎ"
"411","8","새로웠어요 마블것만보다가"
"412","10","재미잇어요 근데 슈퍼맨 너무 먼치킨"
"413","10","기대보다 더 재밌었음 최근 마블 영화보다 나음"
"414","10","역시나 슈퍼맨이 짱짱맨이네요"
"415","9","기대를 안하고 보면 재밌는영화"
"416","9","가볍게 타임킬링하기엔 제격이네요"
"417","9","그럭저럭 볼만했어요 볼거리는 많네요"
"418","7","그저그래요 어벤져스 따라하는 느낌"
"419","8","슈퍼맨이 쌔다정말"
"420","7","저스티스 리그 괜찮아요"
"421","8","슈퍼맨이 플레쉬맨 눈계속 마주치면서 째려볼때 플래쉬맨 표정 졸라 웃겼음"
"422","10","존잼 다음 편이 더 기대된다는"
"423","8","원더우먼 너무 조아여 짱짱"
"424","10","예고편이 다가 아니였어ㅜㅜㅜ 디씨 열일했구나ㅜㅜ"
"425","5","마블이최고인듯 ㅜ진짜"
"426","2","혼자서도 충분할듯하네요"
"427","7","토르가 더 재밋어서  놀랫음"
"428","1","슈퍼맨을 살림으로서 밸런스에 평형이 깨진 영화 그 자체 악당이 슈퍼맨을 보고 겁을 먹지를 않나 원더우먼은 단독 영화보다 약해져있고 앞뒤 말이 안 맞는 영화 같다"
"429","7","원더우먼은 이뻐요 ^^"
"430","5","슈퍼맨 노매력 지루한사랑꾼역할은 그만"
"431","2","캐릭터 너무 약하고 지루해죽어요 사람들 엉덩이 들썩거리는 소리 다 들리고 진짜 미국 캐릭터 물을 언론에서 자꾸 조장해서 보라고 하는데 전혀 감흥도 없고 재미도 없고"
"432","8","슈퍼맨 말고는 ㅜㅜ 다들 히어로 같지가 않음"
"433","7","그냥ㅜㅜㅜㅜ그러타여"
"434","6","내가 피곤했는지 영화가 지루했는지 한참 졸다가 나옴 그냥 중학생들이 보면 딱맞을듯한 주먹질싸움 왜 굳이 5명이 모였는지도 모르겟다 5명이 모였지만 뚜렷한 자기 역활은 없었던듯 하다 힘들게 만들었으므"
"435","7","수어사이드 스쿼드보다 훨훨훨훨배 낫다"
"436","6","그냥그럭저럭볼만하네요"
"437","7","피곤해서 그랬겠지만 잤네요날을 잘못 잡은듯"
"438","1","꼭보셈 강추 진짜 여운오져요 ㄹㅇ"
"439","7","내용이 많이 아쉽네요 아흑"
"440","8","히어로물 치고는 내용이 탄탄하고 괜찮네요"
"441","8","디씨 계열은 별로 안좋아했지만 무난 평범 감동 있는 영화"
"442","1","정말 아쉽습니다어벤져스를 그대로 답습한것 같은 느낌이네요우주배경으로 하지말고 고담시를 배경으로하는게 더 색깔있고 어벤져스와 차이점이 있을것같네요"
"443","1","음 슈퍼맨이 너무 강해서 균형이 안맞는듯"
"444","7","졸았어요 애들도 그냥 그랬데요"
"445","10","아니 진짜 토르보다 재밌었음 ㄹㅇ"
"446","1","돈주고 보기는 아까운듯 재미업음"
"447","1","스토리 오합지졸 중국무협 영화와 맞먹는 cg 끝"
"448","1","웃긴게 뭐냐면 스테픈 울프 동굴에 가둘 때 그 무거운 돌도 손으로 받쳐들어서 버텼는데 넘어진 말에 깔린 상황에서 그 말 하나 못 드는 게 말이나 되나 싶다 연출들이 너무 유치하고 나 CG했어요 하는 티가 너무 나"
"449","1","쩌리들이 모인 이유는 슈퍼맨을 살기기 위해서"
"450","1","발란스 개판에~ 전혀 신기하지않은 cg들~"
"451","2","한개를 줄수없어 두개주는데나라면 저스티스리그 1편과 2편볼돈두번을 아껴서 어벤져스를 보는걸 추천함"
"452","10","잭스나이더는 도중하차하고 어벤저스1 만들엇던 조스웨던이 만듬 이정도면 마블쪽에서 스파이 보낸거임 디씨 죽일라고"
"453","1","이 영화는 그냥 캐릭터 모아놓은게 다라고 생각한다배트맨 하차했고 슈퍼맨도 하차한단 얘기있고 플래쉬도 워너랑 워낙 사이가 안 좋아서 하차한단 얘기가 있어서 속편은 안나올 듯"
"454","4","신이랑 맞짱뜨던 원더우먼이 이번에는 너무 약해서 밸런스가 무너졌다왜 마블영화가 인기가 많은지 알았으면 좋겠다 캐릭터들의 적절한 밸런스와 힘의 조화와 각자 약한 부분을 팀원의 합이 두드러진 마블과는 달리 DC영화는 수"
"455","10","한반도에 와서 돼지 김정은과 삶은 소대가리 문재인 죽여주세요"
"456","8","혼자서는 세상을 구할 수 있다"
"457","9","디씨 영화는 여자캐릭터 하나는 정말 잘살린다"
"458","7","이런 장르의 영화를 좋아하는 편인데솔직히 좀 지루한 느낌  그나마 플래시는 귀여웠음"
"459","10","재미는 있었지만 170분짜리를 120분으로 컷팅 당한 극장판보다 확장판의 개봉을 보고싶구나~"
"460","10","빅터 귀여웡  imax로 꼭봐야할듯"
"461","8","원더우먼 너무 멋있게 나와요근육남들 눈에 않보임"
"462","7","기대보다 괜찮았음 다만 슈퍼맨이 다 할꺼면 딴 멤버가 왜필요한지가 좀  슈퍼맨 살리는거까지가 역할일지는 모르겠지만베트맨도 너무 근육덩어리가 왔다갔다해 나오면 답답함 예전 베트맨같은 좀 날씬근육이면 나을듯"
"463","8","이건 저스티스리그가 아니라 슈퍼맨과 똘마니들 아닌가 그렇게 힘들게 적들과 싸우는데 슈퍼맨 등장으로 올킬 역시 끝판왕은 슈퍼맨이구만"
"464","7","기대를 안하고 봤기에 실망도 크지는 않다 그러나 원더우먼으로 그나마 살려둔걸 다시 꺼트리는 느낌  수퍼맨이 너무나 강력해서 데우스 엑스 마키나가 아니라 그냥 데우스로 등장했던 것 같다 영화 내용도 많이본 스토리"
"465","10","다 필요없고 슈퍼맨이 졸라 잘생겼다"
"466","10","원더우먼 왜케 예쁘니 볼수록 이뻐지네"
"467","8","줄거리가 빈약하고 액션이 다소 약했지만 히어로물을 좋아해서 딱 8점"
"468","10","오락성은 좋아요 히어로물 좋아하는 분들은 화려해서 볼만합니다 ^^"
"469","10","생각없이 웃으면서 보았네요~~"
"470","10","최근에본 DC영화 중에서는 제일 좋습니다 쿠기령상 두개있으니 챙겨보세요"
"471","10","이야기를 만드는 능력과 그것을 보여주는 능력 둘 다에게 박수"
"472","10","미모는 역쉬 원더우먼 실력의 갑은 슈퍼맨"
"473","9","저는 솔직히 토르보다 낫네요  진심으로 토르가 뭐가 재밌는지 모르겠어요 이 영화도 최고는 아니지만 토르보다는 나았습니다"
"474","9","저는 재밌게 봤어요 슈퍼맨이 저래 쎈줄 몰랐음슈퍼맨존잘베트맨은 등빨만 커ㅜ"
"475","9","하보세요 꼭 보세요 이게 바로 DC"
"476","9","이제부터 스토리 시작이내앞으로가 더 기대됨"
"477","8","배트맨이 너프 당했네 10자"
"478","6","잉여 시간이많으면 볼만함"
"479","7","히어로가6명인데 액션이짧다 애들모으는데 시간이다갔다  애들솔로영화먼저해야 사람들이 이해를하는데 저스티스팀이 먼저나오고 아쿠아맨플래쉬사이보그 영화가 늦게나온다 뻔한이야기 그냥슈퍼맨혼자있으면 맴버들필요없네"
"480","10","이정도면 매우극상타 영화 벨붕어쩌고 그러는데 수퍼맨 약했으면 왜살렸냐고 ㅈㄹ 거릴거아닌가"
"481","8","재미있었음하하노다나"
"482","7","그 다음편을 위한 무난한 전개딱 거기까지만담편을 기대해본다"
"483","10","조아요 아주 재미있었네요"
"484","8","얘들이 좋아해요 나름 재미있어요"
"485","8","재밌네요 아주좋아요굿"
"486","10","가장 코믹스와 비슷한 배트맨 난 DC가 더 맘에 든다 DC는 그냥 DC스러웠음 좋겠다"
"487","9","디시영화중 가장 잘만듬  차기작이 기대되네요"
"488","10","재밋음재밋음재밋음재"
"489","10","재밌네요굳굳굳ㅎㅎ굳"
"490","10","정말 재밌네요~~시간 가는줄 몰랐어요~"
"491","10","너무 재밋엇어요 ㅎㅎ늦게 봣는데 안졸고 재밋엇어요 ㅎㅎ"
"492","9","온 가족이  맘 편히  눈요기로  볼 수  있는  영화"
"493","9","잘보았습니다 정신없이"
"494","9","다들 멋지네요 다들 멋지네요"
"495","9","생각한거보다볼만해요"
"496","10","디씨 화이팅 다음편 기대된다"
"497","10","역시 원더우먼 짱이에요"
"498","10","너무너무재밌게봤어요다이애나예뻐요ㅎ"
"499","10","바로구매후 영화봤어요간만에 아이들과 극장나들이^^"
"500","7","원더우먼 완전멋있엉"
"501","7","원더우먼은 슈퍼맨 안다치게하려고 살살한거라 치고 플래시는 아직 애라그렇다치고 아콰맨은 육지적응력부족이라치고 대체 감히 다크나이트님을 이따구로 표현한 이유는 뭘까 잭스나이더가 슈퍼맨빤가"
"502","7","역쉬 멋지네요~^^ 슈퍼맨 좋아"
"503","10","액션은 확실히 마블보다는 DC네"
"504","7","원더우먼이제일 멋져요"
"505","7","조금부족한느낌마블의액션을따라가지못하는거같음아쉬움"
"506","4","구슬이 서말이라도 꿰어야 보배지 하나 하나 반짝이는 구슬들 천개를 가져놓고도 색맹이 비뚤빼뚤 꿰어놓은 듯"
"507","7","킬링타임용으로는 볼 만 해요"
"508","7","슈퍼맨 혼자서두밸런스가 안맞은 느낌ㅎ 아쉽네요배트맨 넘 초라함 ㅎ"
"509","5","흠 하핰 애매하다"
"510","7","원더우먼 때보다 왜 떨어졌나 앞으로 다른 캐릭터들도 슈퍼맨 살린 방식으로 살리면 되겠네 조드아레스 이후로 간지나는 악당 좀 나와라"
"511","10","재미있었음 마블은 처음에 잘봐지는 영화고 디씨는 후에 다시보기가 새로운 그런 영화"
"512","6","마마보이vs슈퍼맨팬클럽"
"513","7","영화 스토리는 나름 괜찮음 그전 배트맨시리즈는  브루스가 배트맨 수트를 입으면 힘이 강해지고 여러가지 무기를 쓰는 재미가 있었는데 슈퍼맨 앞에서면 그냥 하룻강아지 된 느낌 힘 밸런스가 필요함"
"514","7","마블 어벤져스 따라잡기인 느낌에 실망 본래 DC의 색을 찾아나가길이제 부터 본격적인 시작이라고 믿고싶다"
"515","7","스토리는 너무 어거지 같았지만 액션씬은 훌륭했음"
"516","1","슈퍼맨은 신이 아닙니다"
"517","5","솔직히 시간 가는줄 알고 봤습니다"
