"","line_text_star_final","line_text_final"
"518","6","영화사 대빵이 영화 상영시간 50분 잘랐다며 왜 그랬냐 도대체그러니까 영화가 이따구지 원더우먼은 상영시간 잘린 거 없다고 하더만 원더우먼이 흥행 성공한 이유야 그게 제발 감독이 공들여 만든거 자르지 좀"
"519","7","dc는 잊지말길 지금 이상태로는 마블 어벤져스에 가까이 갈수도 없음을영화 흥행실패의 원인에 대한 방향 자체를 잘못잡은거 아닌가 싶다"
"520","1","dc가 왜 마블에 안되는지를 잘 보여주는 영화  번역이 참 ㅈ같네 누가번역했데 포크를 삼지창이라고 직역하질않나 베트맨은 식사때 사용하는 포크 이야기하는것같았는데 에이핑크노래밖에 볼만한게"
"521","7","왜 완성도가 100은 아닌거같지뒤쪽으로 갈수록 어짜피 슈퍼맨이면 되는건가 생각해게되고 다른게 더 있나 이렇다좀 아쉬움이있었지만 통쾌한 히어로물이였당"
"522","7","It was less than expected  Very disappointing"
"523","7","흠 너무너무 아쉬웠다 그렇다"
"524","1","혼자서는 세상을 구할 수 없다 단 슈퍼맨은 혼자서 세상을 구할 수 있다"
"525","6","그래서 결국 슈퍼맨인건가"
"526","7","기대안하고봤는데 걍 나쁘지않아요"
"527","1","ㄹㅇ 7살때 보던 벡터맨 보는줄"
"528","7","볼만한 엑션이네요  후속도 기대 됨"
"529","6","마블이 잘만드는 거네요"
"530","7","DC는 앞으로도 영웅밸런스때문에 골머리 앓겠다 배트맨이 완전 돈많은 찐따됐네"
"531","1","빌런 죽이자마자 바로 엔딩캬~ 이런 통편집기술이 dc에도 있었을 줄이야존나 빨리 끝남"
"532","5","최소한 전작보다 재밌을 줄 알았다 슈퍼맨이 처음부터 악의 편으로 나왔다면 더 흥미로왔을 듯 이렇게 망가지기도 쉽지 않은 조합인데 대단하다 대단해"
"533","7","음 뭐랄까 너무좀 유치하다고 해야할까 좀더 어른스러운 느낌이였으면 좋겠따 뭐 하여튼 조금 유치했어요"
"534","7","WALERKWj3h4rnlwer44"
"535","4","아 탄식이 나온다 내가 사랑하는 클락켄트배트맨베리알랜그리고 겔가돗 까지 이렇게 만들어야만 했습니까 젝스나이더 왜 왜줘도 못먹습니까 아"
"536","1","평점 미쳤나  5점대도 아까움배댓이 영화칭찬은 아니고 다 뻘소리만 써놧는디 평점은 10점주면서 뻘소리쓰네"
"537","1","혼자서는 세상을 구할 수 없다더니 슈퍼맨 혼자 다해먹네 dc 자꾸 이럴래"
"538","5","어벤져스 따라하려다가 가랑이 찢어지는듯"
"539","1","쩌리들의 향연갈수록 답없는 DC의 영화 그냥 드라마랑 코믹스로 만족하고 영화는 때려쳐라"
"540","2","DC유니버스는 아무리 발악한들 마블유니버스를 이길수없다 페미인성논란때문에 망할거라고 했던 캡틴마블마저 성공했다   DC는 더이상 영화를 만들지말고 그돈으로 유니세프에 기부해라"
"541","1","헬로카봇  보다  재미없어요"
"542","7","번개맨 속도를 슈퍼맨이 따라갈 때 섬뜩하긴 했는데 그래도 번개맨의 속도를 슈퍼맨이 따라가는 설정은 너무한 듯 캐릭터성이 사라짐"
"543","5","혼자서는 세상을 구할 수 없다매요 슈퍼맨 혼자 다하는데요"
"544","6","나만 괜찮앗나  ㅎㅎ 다음편은 좀더 흐름있게  만들어주길"
"545","8","어벤져스  드디어뭉쳤다 저스티스리그  일단 뭉쳤다"
"546","7","Just Hes League"
"547","1","조스웨던이 중간에 들어오면서 배트맨은 찐따가 되었고 플래쉬가 원더우먼위에 눕는 배우도 싫어한 쓰잘데기 없는 장면이 추가되면서 영화가 졸작이 되어버렸다 스나이더컷이 기대된다"
"548","1","스나이더 컷을 본 지금 조스웨던은 저스티스 리그에 다크사이드 보다 더욱 거대한 적이었다"
"549","1","이 작품은 짝퉁입니다"
"550","10","이것은 마치 컬러풀하고 화려한 액션에 위트까지 더해진 환상적인 영화"
"551","10","마블빠인데 시빌워보다 잘 만들었다 생각 전작 리그의 시작 보다 개연성 캐릭터매력 등 1만배는 나음 슈퍼맨 짱 한가지 아쉽다면 아쿠아맨 싸울 때 물 좀 줬으면창하나들고싸워ㅠ"
"552","10","너무재밌게봤어요ㅠㅠㅠ디씨이제 흥할수있는거예요"
"553","10","처보지도 않고 별점 테러하는 놈들 어지간히 해라 그 잘난 마블 시리즈들 중 이번 저스티스리그보다 못한 것들이 태반이구만 뭘"
"554","10","DC의 부활을 알리는 완벽한 신호탄이다 대부분 이런 영화는 초반에 히어로를 모으는 과정이 길어서 지루해 질 수 있는데 그 과정들이 짧아서 지루하지 않았다 게다가 생소할 수 있는 캐릭터들의 설명을 각각의 전투신으"
"555","10","평점 태러 하는 놈들 덕분에 갑자기 보고 싶어짐"
"556","10","평점 테러하는애들 영화 보고 1점주는거냐 편갈라서 평점 테러 하는거 안부끄럽냐"
"557","6","애즈라 밀러 개드립 칠때마다 관객 웃음 하나도 안터지고ㅎㅎㅎㅎ 왜 자꾸 마블처럼 가볍게 가려고 하는건지 ~ 배대슈가 훨씬 나았음"
"558","10","영상처리효과 하나는 죽여줍니다"
"559","9","별점 테러 하는 극혐놈들 때려 죽이고 싶다 조드 장군처럼 건물 던지고 때려줄까"
"560","10","원더우먼 이후 DC가 영화를 제대로 만들기 시작했다는 걸 실감할수 있는 초대형 히어로 영화"
"561","10","파워있고 쉴새없는 영상미 덕에 지루하지가않았다"
"562","10","지금까지 디씨가 기억안날정도로 역대급재밋었다"
"563","10","조스웨던의 손길이 닿은 DC는 성공적이구나"
"564","10","아마존 여전사들 쩔고 슈퍼맨도 쩔고"
"565","10","이작품이 토르보다 더 재미있었습니다 여기평점보고 재미없다고 생각하고 봤는데 재미있네요 롯데시네마에서 봤는데 반응이 다들 재미있다였습니다 토르3하고 비교하면 안될듯 하네요 역시 원더우먼이 짱입니다 ~"
"566","10","아쿠아맨 생긴거 존섹 존나 내꺼야"
"567","10","재밌어요 재밌어요 재밌어요"
"568","10","엑소 Do빠순이들 1점 테러하지마라 차라리 7호실 가서 10점줘라"
"569","10","DC의 부활을 알리는 영화"
"570","10","오늘도 원더우먼은 이뻤다"
"571","9","기대치를 최고조로 놓는다면 분명 아쉽지만 우려가 바닥이었다면 진심 괜찮다 짧은 러닝타임 동안 많은 갈등요소를 극복하려고 순식간에 급변하는 상황이 당황스럽긴 하지만 액션과 캐릭터는 진심 훌륭"
"572","8","영웅들간의 케미는 좋으나 스토리 연계나 악역에 대한 부족함이 보인다"
"573","10","넘 재미나게 밧어욤^^"
"574","10","내 오랜 영웅들을 한 자리에 모아 놓은 것만으로도 감격스럽네요"
"575","10","그저 디씨라고 유독 박한 리뷰들이 많은 거 같다 대작까진 아니지만 충분히 평작 이상은 되는 영화"
"576","10","골치 안아프고 그냥 재밌게 봤음"
"577","10","DC팬이니까 10점줬다근데 특히 플래시 팬인데 배리가 왜 이리 흐느적대냐 맘에 안들어 그리고 슈트도 별로고 플래시 능력도 아직 덜 개발된 듯 암튼 다음은 저스티스리그vs인저스티스겠네 브레이니악 예상해봄"
"578","10","마블에 익숙해서 기대안했는데  마블에서 못느낀재미가 짱이네"
"579","10","마블에는 없는 재미였어요 재미썽"
"580","10","평점 테러하지마라 이녀석들아"
"581","10","생각보다 재미있었음"
"582","10","팝콘이 남았습니다"
"583","7","인간 아틀란티스 아마존 신 외계종족이 힘을모아 간신히 쫓아낸 스테픈울프 슈퍼맨한테 졸라 쳐맞구 허무하게 도망가는데 넘 허무하네요 몇명 부상당하구 힘겹게 이기는 스토리가 긴장감 있었을텐데 아쉽네요"
"584","10","이정도면 10점이지 뭘더바래"
"585","10","저스티스 리그 2편이 나온다면 아주 괜찮은 1편이 나온것 같아요"
"586","10","지루할 틈이 없네 오지고 지리고"
"587","10","원더우먼만큼 좋았음 영상미가 정말 화려함 액션씬도좋고 사이보그는 잘모르겠지만 아쿠아맨 플래쉬 배트맨 솔로무비가 기다려진다  원더우먼과 플래쉬가 가장 멋있었던듯"
"588","10","시간이 더 긴 런닝타임이 되었다면 더 좋았을것 같네요"
"589","8","일은 슈퍼맨이 다했는데 포스터에는 슈퍼맨이 없어서 서운함"
"590","10","솔직히 이작품 하나로 평가하면 마블보다 떨어지는건 말도안된다"
"591","10","영화가 쥑입니다 재미가 어마오마합니다"
"592","10","슈퍼맨은 원래부터 센 캐릭터인데 도대체 뭘 원하는건지  너프되어서 나왔으면 또 그거대로 뭐라 했을거면서 이거면 됐다사이보그가 특히 잘 뽑혔고 아쿠아맨 솔로 기대됨"
"593","10","디씨 희망이 보이네요 재미있었어요"
"594","10","절망보다는 희망이 보인다 그분이 정의를 지키는 이유는 사랑 배트맨은 홀로 싸우려 해도 동료들이 놔두지 않는다 마지막의 밝은 분위기는 후속편을 기대하게 만든다 Come together~"
"595","10","앞으로 더 잘 만들라는 차원에서"
"596","10","생각없이 웃기엔 토르가 좋았지만 저스티스리그도 재밌었어요 토르는 솔직히 재미는 짱이었는데 이어지는 흐름이랄까그런게 좀 부족해보였는데 저스티스리그는 그런 것들이 잘 구성된 영화같았어요 재밌게 봤고 만족합니다"
"597","9","재미있다  역시 시간이 아깝지 않은 영화이다"
"598","8","슈퍼맨 엄청 쎄네요 캐릭터가 다 매력있어요"
"599","10","히어로들이 너무 멋지고 악당과 싸우면서 슈퍼맨에게 반전있는 부분이 재밌었다"
"600","10","아주 재밋네요 열자"
"601","7","재미는 있었지만 마블만은 못한게 많이 아쉽습니다결정적 한방이 없는게 흠이구요 슈퍼맨만 있었어도 이길게임같은데 왜 뭉쳤나 쉽구요 그만던 쪼무래기 악당들은마지막전투씬때는 보이질않더군요아쉽지만 볼만은 했습니다"
"602","9","전투씬은 인정한다진짜"
"603","8","내평점 관람객 솔직히 너무 기대를 많이해서 실망이 큰듯 그나마 디씨의 강점인 캐릭터 하나하나의 임팩트도 부족했던 것 같고 차라리 플래시가 과거로 돌아가서 슈퍼맨 데리고 왔으면 어땠을지 그래도 항상 응원할게"
"604","7","화려하게 돌아온 그녀석 보고싶었다  다른히어로보다 난 너를 보너왔어"
"605","8","평테당할 만큼 못 만들지 않았는데 2시간 러닝타임에 히어로 개인 시리즈가 제대로 확립되지 않은 상황에서 뽑아낼 수 있는 최선을 보여준 것 같네요 플래시 귀엽고 ㅠㅠ 슈퍼맨이 너무 세서 밸붕  빌런이 좀 임팩트"
"606","8","너무 재미 있었어요 완전 즐감했습니다조조 쵝오~"
"607","10","히어로물을 정말 좋아하는대요~역시 슈퍼맨짱"
"608","7","화려한 영웅팀 조합에 비해 적빌런의 찌질함은 밑도끝도 없습니다정말"
"609","8","재미있게 봤지만 뭔가 아쉬움도 많이 남는영웅들을 한 데 모았지만 결론은 슈퍼맨 하나면 모든게 해결 솔직히 9점 이상 영화는 아님"
"610","8","내용이 약간 뻔하고 유치할 수 있는데 재밌습니다"
"611","9","마블과 다른 느낌으로 재밌음"
"612","10","걍 재밌고 볼만함 어설프지않음 토르보단 재밌음"
"613","8","기대를 많이 안하고 봐서 그런지 나름 재미있게 보았음"
"614","10","Superman can save the world ALONE"
"615","10","원더우먼은 여전히 이쁘구만"
"616","10","나오는 히어로들 다 좋지만 갠적으로 슈퍼맨이랑 원더우먼이 갑"
"617","8","디씨에서 나오는 영화에 대한 기대감이 워낙 바닥이였던지라  생각보다 재미있는데 이 생각에 만족감이 높음 새로나온 캐릭터가 매력적이라 좋앗음"
"618","10","슈퍼맨 능력치 제대로 나온거 같음 히트비전에 편치도 막 날리고 프리즈 브레스 공격도 나와요"
"619","9","재미는 있네요ㅠ 플래시 잔망잔망"
"620","7","개연성 없는 스토리에 엉성한 cg 안타깝다 dc"
"621","8","슈퍼맨 배트맨 멋지고 그리고 스릴감 있어서 재밌어요"
"622","7","기대가 크면 실망은 졸라 큰법~"
"623","7","스케일은 컸는데 좀 진부해서 중간에 깜박졸았네요"
"624","10","DC가 살아났다 ㅠㅠ 보는 내내 푹 빠져서 봤네요~~~~♥♥♥"
"625","10","재미있었어요요요"
"626","9","슈퍼맨 사망 나온다고하길래 너무 슬펏는데 다시 부활하니 기분이좋네요 ^^"
"627","10","캐릭터 각각 매력적이고 약간 예술적 분위기도 군데군데 나고 스토리도 좋았음 아마존 여전사들 넘 멋젔음"
"628","10","초등 아들이랑 재미있게 봤어요~^^"
"629","10","원더우먼 역시 너무 멋있당~~"
"630","10","저스티스리그 플래시포인트"
"631","10","짱잼 시간가는줄 모르고봣아용"
"632","10","진짜재미있게봤다특히 수퍼맨 부활할때 압권"
"633","10","저 진짜 절대 귀찮아서 평점 안남기는데 재미잇습니다 돈안아까워요슈퍼맨 ㄹㅇ존멋"
"634","7","개인적으로 마블보다 DC를 좋아하는사람으로써 이번건 평균 이하스토리는 그럭저럭이었지만 빌런의 밸붕이 문제  둠스데이가 그리워짐 배대슈보다 재미없었고 잭스나이더가 마무리 했으면 좀 더 달라지지 않았을까 싶음"
"635","8","좀노잼이에요아쿠아맨실망"
"636","10","뭐야 해내고 있잖아 다행이다 디씨 응원합니다 재미있게 아주 잘 봤어요"
"637","8","블랙핑크깜짝등장이 놀랐어요 한국이알려지면좋겠네여"
"638","2","포스터 진짜 개 찐따같다"
"639","6","슈퍼맨 시체가 얼마나 가치있는데 그냥 동네 무덤에 넣어놨냐  기계인간은 동네  바보형 비주얼 아쿠아맨은 산적 마운틴맨이 어울리고 배트맨도 노답 슈퍼맨이 눈레이저쏘더니 시력이 이상한지 원더우먼 놔두고 왜 저런 여"
"640","9","딱 재밌는 히어로 영화 정도의 재미이다 기대감에 가득 차서 보는 것 보단 가벼운 마음으로 가서 즐기고 오는 걸 추천한다"
"641","9","3D로 방금봤는데 원더우먼은 여전이 존예입니다"
"642","10","재밌구만  원더우먼 임팩트 쩜 강추"
"643","8","시사회 후기 좋아서 돌비애트모스로 봤는데 모뤼게써여배대슈보다야 낫지만 제 대가리가 너무 커버린 건지 어떤 장면은 너무 유치해서 빵터졌는데 저 같은 사람이 좀 있었나봐요 극장에 웃음소리가 재미 없진 않"
"644","8","그리큰기대안하고 봤는데 시간가는줄모르고봤어요 나름액션이화려한느낌을받았습니다~"
"645","8","기대를 많이 하고봐서 조금 실망했지만 재밌어요"
"646","10","원더우먼 너무 멋지고 이뻐요 완전 짱팬 원더우먼천재짱짱뿡뿡걸 원더우먼 강한여자"
"647","8","재밌어요 재밌어요 재밌어요"
"648","9","저스티스 리그 본 소감1 Not bad2 아까 한 말 취소야 난 죽고 싶어3 은행을 사버렸지"
"649","8","기대만큼은아닌데 괜찮"
"650","10","초반에 여러 캐릭터들의 개인적인 장면들이 훅훅 지나간것같아서 조금 아쉽지만 중반부에서 후반부까지의 액션장면등 그래픽을보면  마블 못지않게 잘만들어진것같았습니다 원더우먼 이 마블과 합작을하면 어떨까생각됨 캐릭터가 조금"
"651","7","너무 기대를 많이한듯"
"652","7","액션은 역시 최고 하지만 스토리와 전체적인 느낌은 마블을 아직 따라가지 못하는 것 같다 그냥 무난하게 보고 별감흥없이 보고 영화관 나옴"
"653","9","마블과는 또 다른 느낌의 히어로 영화네요"
"654","10","별로라고해서 기대안했는데 원더우먼보단 24587배 정도 재미있음"
"655","9","플래쉬와 사이보그의  활약이  좋았고 슈퍼맨과 원더우먼의  한방이  좋았습니다"
"656","9","영상도 화려하고 내용도 굿"
"657","7","선방했다 원더우먼은 여전히 최고다 없으면 어쩔뻔"
"658","7","배트맨 능력이 제일 부럽다돈"
"659","7","생각보단 재미없네요아니 생각만큼혹시나 해서 기대해었는데"
"660","4","차갑고 도도했던 dc가 애들 오락영화가 되어버린 시점"
"661","7","빌런 이 너무 구립니다 다음 영화에서는 제발 잘만들길"
"662","1","스나이더 컷을 내놔라 이놈아"
"663","5","스나이더가 반 해냈고 웨던이 반 망쳤으니깐 딱 오점"
"664","10","조스웨던이 누더기 만들어놓은 저스티스리그는 가고 곧 스나이더컷이 온다 이게 진짜 2021 318"
"665","1","조스웨던이 잘못했네 스나이더가 만든 영화를 이렇게 망쳐놓다니"
"666","1","감독이 중간에 바뀐영화임  잭스나이더감독판 다시보고오시길  완전다른영화다 어떻게 걸작을만들어도 졸작으로만드는지  이해가 안된다 감독이문제가아니라 위에경영진차이가 디시와 마블차이인가"
"667","10","마블빠들 평점 테러하는거보소 그것만봐도 니들수준 알만하다"
"668","9","이제 마블의 독주를 막을 대항마가 등장했다"
"669","10","역시액션신은DC가최고임진짜재미있게봤어요"
"670","10","드디어 DC가 마블에 대항마가 되는가~~"
"671","10","기대하고 봤는데도 볼거리가 장난아님요"
"672","10","평점 테러는 하지맙시다 ㄹㅇ"
"673","6","마블 따라잡기 실패ㅠㅠ"
"674","1","절대 보지마세요 제발 돈 주고 보지마세요"
"675","10","재밋엇ㅇ습니다 마블관다른매력이잇습니다"
"676","10","역시역시 잼잼잼룰루랄라룰루라랄라라라아아라우나아투우다아처구니마어투쿸"
"677","10","넘나재미난것 다음시리즈도 기대만땅"
"678","10","액션씬조아요 ㅇㅇㅇㅇ"
"679","1","무슨 택배 기사도 아니고 엄마 상자 찾으러다니고시작 15분만에 잠들엇다"
"680","8","저스티스리그2도 기대됨 쿠키영상 2개임"
"681","10","적당히 진지하고 적당히 웃김"
"682","1","보다가 지루해서 졸았네요"
"683","10","대박  잼났습니다마블도 긴장하셔야할듯"
"684","10","DC 최고사실 앞에 내용 모르는데 몰라도 재밌어요 적극 추천"
"685","10","잼나요 볼만합니다 차기작기대됩니다"
"686","1","보다 잠들어 버려서 잘 기억이 안납니다"
"687","1","초등학생이보면 환장하긋네요"
"688","1","진짜 개노잼 슈퍼맨은 그렇게 강한데 애초에 죽은게 노어이"
"689","8","일단 밥값은 했네요 저스티스든 어벤져스든 캐릭터가 많으니 각 캐릭터의 특히 처음 등장하는 캐릭터의 특성이 잘 부각되지는 않네요 쨋든 전 마블 디씨 둘다 좋아하니깐요ㅎ"
"690","8","지루하지않고 웃기고 잼나요"
"691","10","한편의 그래픽노블같았습니다"
"692","9","솔직히 기대안했는데 재밌눈데 아쉬운건 마블처럼 영웅들의 스토리가 연결되는게 뷰족하다는점 객관적으로 봐도 토르가 더 잼있다 하지만 보는거 추천해요 8점짜리 영화는 아닌듯"
"693","5","캐릭터의 색깔이 전혀 드러나지 않는 B급 영화"
"694","1","개노젬개실망 왜봣지 내가 어휴"
"695","9","진실의 방 이후로 또 나왔네 진실의 밧줄"
"696","8","갤가돗이 진짜 이쁘네요"
"697","8","잼써요돈 많이 들었을 거 같음"
"698","9","쟁나게 봤어요또보고 시포요"
"699","6","평점이안좋아서 걱정했는데 의외로 재밌어요"
"700","3","정말 매력적인 캐릭터들인데 이렇게 밖에 사용 못했다는게 너무 아쉽다"
"701","1","디씨는 배트맨시리즈나 만들어라 젠틀맨리그 보다 못한 저스티스리그"
"702","4","그냥 시간 아까웠다"
"703","1","비주얼은 어벤져스급인데 일어나는 일은 디워가 환타지 대작으로 보일 정도니도대체 잭 스나이더에게 무슨 일이 일어난건지 아시는 분그러나 걱정말라죠스 웨든 버젼인 이 졸작망작이 아니라 잭 슈나이더 컷이 준비중이니"
"704","1","파워레인저 공감하넼 어벤저스를 기대했으나 딱 파워레인저"
"705","8","조금 아쉽다 뭔가 허전하다  하지만 원더우먼이 너무 좋다"
"706","7","재밌게는 봤음 너무 일찍 나온게 좀 걸렸음 나머지 새히어로 세명도 솔로영화가 먼저 나왔어야 했는데 그게 좀 아쉬움  다이애나 초반 액션 존멋존예"
"707","9","조금 지루한 부분이 있지만 내용을 이어가기위한 설명일뿐 바로 긴장감을 늦출수없는 장면이이어진다 원더우먼 이렇게 예뻣었나 감탄하게 되고 과연 배트맨이 부자일까 아이언맨이 더부자일까 고민에 잠기게된다 ^^"
"708","8","재밌네요원더우먼짱"
"709","1","저는 좀 별로였어요 기대를 많이 한건아니라서 맘편히 봐ㅅ지만 그래도 많이 실망했네요"
"710","10","재밌어요 기대안하고 봤는데"
"711","1","슈퍼맨 없으면 지구는 멸망 다른 히어로들 밸런스 붕괴됐고 악당은 유치하고 캐릭터도 그냥 그렇고배트맨은 밤의 기사에서 돈많은 스폰서 죄책감에 쭈글대는 불쌍한 사람이 됐다배트맨 캐붕 어쩔거임원더우먼 이뻐"
"712","1","슬프지만 내가 아는 디씬 끝났다"
"713","4","캐릭터들의 너프시켰으면 긴장감이라도 있어야지슈퍼맨 하나로 모든 캐릭터들을 찌질이로 만듬"
"714","1","새벽의 저주 300 왓치맨 잭 스나이더 맞냐"
"715","5","혼자서 세상 못구한다며 슈퍼맨이 혼자 다 해결하는구만"
"716","6","마블의성공을보면서 조급해진 워너의 심각한 간섭으로 영화는 dc고유의정체성을 상실한다새로등장한 케릭터의 생소함 부실한 스토리 뚝뚝끊기는 장면전환중도하차했다지만 액션장인인 잭감독의 연출이라곤볼수없는 가벼운 액션"
"717","10","오 예상외로 꿀잼이었습니다"
"718","1","플래시가 슈퍼맨보다 느리면 왜 존재하는지 너무 히어로들의 능력치 비중이 안맞음 그냥 슈퍼맨만 있으면 이기는거잖아"
"719","10","감독이 영상미 하나는 제대로 해냈네"
"720","1","때로 나와서 더 난잡하기만 함 게다가 빌런도 결국ㅎㅎㅎ 완전 개판임 DC는 거르는게 답"
"721","1","개봉 이틀 째 봤는데 그것도 아이맥스 4D로 봤는데도 지루했음  오락실에 3000원짜리 라이더가 훨씬 재밌을 정도니   완전 고가의 좋은 요리재료로 야매요리사가 맛도없는 허접한 요리를 만든 음식을 먹은 느낌이랄까"
"722","7","저스티스 리그를 심야로 지금 막 보고 올립니다감독이 전투씬에만 중점을 두지 않았던 것 같습니다  좀 더 정서적인 부분이 잇어서 좋았습니다"
"723","10","원더우먼까지는 아니지만 그래도 배트맨대슈퍼맨 보다는 확실히 재미있게 봤습니다"
"724","8","노력하는 중인 DC 여태나온 닦이 영화들보다 나았고 기대 없이 보기에는 재밌었다"
"725","10","원더우먼 너무 멎지다 간만에 DC가 일냇네"
"726","8","다음 작품이 기대 되네요"
"727","4","마블따라가기 급급한듯한 스토리전개"
"728","1","개 폭망 노잼  밸런스도 없고 배트맨도 없고"
"729","1","아인간적으로이거 7점이상준건너무하다 스토리는 히어로물이라그렇다치지만 씨쥐너무하잖아 보다보다 짜증이나던데히어로물이제껏봤던것중에서 제일재미없엇음"
"730","1","총체적 난국 하아 어중간하게 망하기 보다는 차라리 폭망하고 세계관 리붓하는 게 나을 것 같은데 배우들이 아깝다 특히 원더우먼아쿠아맨은 단독영화 잘 뽑으면 괜찮을 것 같음 플래시도 어울리는 편 사이보"
"731","8","아쿠아맨음향영상"
"732","10","우려보다 훨씬 좋았어요~슈퍼맨은 넘사벽라 다음 작품에 밸런스 조절을 어떻게 할지 궁금하네요~"
"733","1","올해 최악의 영화로 꼽습니다 슈퍼맨 살리기전에 개운하게 잤습니다 진짜 어떻게 이 캐릭터로 이렇게 재미업게만드는것도 기술입니다"
"734","1","잤어요 제뒤에모르는애는 끝나고 불이켜져도 저고잇엇어요"
"735","1","중구난방한 스토리라인과 허접한 결말 괜히 봤다는 생각이든다"
"736","5","슈퍼맨한테 이르는 게 팀 계획의 전부네  왜 모였냐"
"737","1","얼마나 더 많은 히어로가 필요한가어벤저스보다 최악"
"738","1","레알 빅찐따들 슈퍼맨빼고 할줄아는게 있니"
"739","1","아쿠아맨은 수영만 하고 플래쉬맨은 뛰기만 하고 배트맨은 운전하고 인간로봇은 해킹하고 원더우먼은 난투난투난투 이게 뭐람"
"740","1","정말 쓰레기같은 영화네요~ 마블 따라하려는게 ~ 제말이 틀린것 같으면 영화관가서 한번 봐보세요 ㅎㅎ"
"741","1","개디루지루디루함함함"
"742","1","으 노잼이였어요 최악 디씨 실망"
"743","2","왜 마블이 최고인지 알수있던 영화어벤져스 본 이후로 보는 눈이 너무 높아졌다"
"744","7","A급히어로들이 괴수연합이랑 힘들게 싸우고 있는데 마지막에 원펀맨이 와서 다 족침"
"745","7","개인적으로 좀 실망함 메인 빌런이 나중에 허무하게 떡발리고 아쿠아맨은 뭥미 하는거 드럽게 없음  배트맨 장비는 드럽게 답답하고 그냥 기대 이하였음 그리고 중간중간 웃길려고 집어넣은게 있는거같이 느껴지다만 웃기"
"746","7","베트맨 왜이렇게 하는게 없음 너무 무능력하게 나오는데"
"747","10","깨알같은 마지막처럼"
"748","9","좋아요 역시 슈퍼맨  멋집니다"
"749","6","저스티스리그 애니랑 만화 다 본 사람이고 매니아인데요 영화에서는 좀 아쉽네요 악당이 너무 허무하게 죽음ㅜㅜ 끝도 뭔가 짜릿함이 덜 함 ㅇㅇ  스테판울프 보다는 다크사이드 데리고 오삼 ㅜㅜ  스테판울프 너무"
"750","8","뭔가 아쉬운 부분이 있긴하지만 그래도 이정도면 정말 잘 나왔네요~"
"751","9","방금 봤는데 재미있네요 갤가돗 진심 인생여자다"
"752","10","재밌어요 슈퍼맨이 짱이네요"
"753","1","배트맨이 쩌리가"
"754","1","시리즈라서 보긴봤지만 역대급  최악의 영화다"
"755","1","캐릭터가 매력이 너무없다"
"756","1","망했어 마블 어벤져스와 라이벌리를 형성하고 싶어서 너무 성급하게 만든티가 너무 남 아니 갑자기 어디서 삼지창털보가 나오고 로봇이 갑자기 튀어나오고 플래쉬는 스파이더맨 말장난 따라하려는 어색한 티나고슈퍼맨은 부활해"
"757","1","이 영화가 재미있다면 무슨 영화를 봐도 재미있을것"
"758","1","진심 이 영화가 재밌다면 앞으로 당신이 보는 영화는 다 10점만점에 10점일거다"
"759","8","좋은데 뭔가 1 프로 부족한 듯슈퍼맨이 너무 강함"
"760","5","음 그냥 그래요ㅎㅎㅎ"
"761","1","푹 잘자다가 블랙핑크 노래듣고 깻다"
"762","1","원더우먼을 보고 희망은 조금있었는데 이걸보고 dc는 망했다라고 생각했다"
"763","1","하찮은 자존심 좀 이제 그만 버리고 그냥 디즈니한테 판권 넘겨라워너브라더스 놈들이 어린시절 좋아했던 추억 속 캐릭터들 다 망치고 있네"
"764","1","경쟁심리 때문인지는 모르겠지만 마블처럼 안하고 일단 모였다 식으로 이렇게 영화 내놓고 그러면 지들만 개손해지 DC 특유의 어두운 면을 단점으로 취급하지 말고 장점으로 보고서 15세 이상을 좀 겨냥하고 만들던지"
"765","10","DC와 갤 가돗이 2017년 원더우먼에 이어 쏘아올린 연타석 홈런 이제는 이어지는 다음 타석에서도 또 홈런을 보여주리라 믿게 되었습니다 원더우먼이 인간들을 믿기에 싸우듯이 저는 이제 원더우먼과 DC를 믿습니다"
"766","10","한번보고 평정달아라 알바들아"
"767","7","왜 디씨 영화 호감순으로 정열하면 마블빠 언급하면서 열폭하는 댓글 밖에 없죠 피해의식 있으신가  그래도 오늘 퇴근하고 바로 예매 해놨으니 재밌을거라는 기대감으로 7점 드립니다"
"768","10","굿 이번에 진짜 잘나왔음"
"769","4","재미없다 개연성 없는 전개 및 캐릭터들 매력 반도 못살린 연출 잭 스나이더 바이바이"
"770","10","언젠가는 저스티스리그VS어벤져스영화가 나왔으면하는 생각꼭보세요 잘만들었음"
"771","1","진짜 핵노잼 완전 유치 돈아까움"
"772","8","뭉치긴 했으나 슈퍼맨이 혼자 다함 더이상 마사는 없지만 이래저래 구멍뚫린듯한 스토리 엉뚜한 짓한 거에 대한 설명도 없ㅇㄷㅁ"
"773","7","7점에 딱 어울리는 영화 마블 생각이 나지않을수가 없다"
"774","9","상영시간이 한 3시간은 되었으면"
"775","1","앞으로 DC는 원더우먼이 제목으로 나올때만 보기로 결정"
"776","1","망하는데는 이유가 있지팀 영화인데 개인혼자 다끝내면 머하러 팀을 이루나"
"777","1","마블을 따라잡고 싶었겠지만 아쉽내"
"778","7","10점은 오바고 7점이 딱적당한듯"
"779","8","볼만했습니다  전작에 비해서"
